bvid,page,title,author,tags,category,play_count,regex_content_type,regex_is_game,regex_is_cover,regex_rule,suspicious_reason
BV1Ji4y1M7c1,1,【1080p修复/60帧】 透明アンサー【Jin/自然之敌p】,哭泣的独奏,"VOCALOID,阳炎计划,目隐都市的演绎者,楯山文乃,如月伸太郎,画质修复,IA,じん(自然の敵P)",VOCALOID·UTAU,94427,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='透明アンサー')，需LLM确认
BV1Xs411Z7RA,1,【巡音ルカ、初音ミク、 GUMI、 IA 、鏡音リン】未来永劫【梅とら】,BILI君的音樂工房,"VOCALOID,GUMI,惊异的中毒性,梅とら,四字系列,IA,威风堂堂同作者,初音MIKU,镜音RIN,巡音LUKA",VOCALOID·UTAU,94299,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='未来永劫')，需LLM确认
BV1E1ULYMEhs,1,【术力口】但是只听几个音猜术曲！,A卡识TT,"VOCALOID,初音未来,镜音双子,IA,Gumi,重音teto,匹诺曹p,VFlower,猜术曲,术力口（ボカロ）",VOCALOID·UTAU,90361,ia_related,False,False,nonsong_mixed:猜术曲,标题含'猜术曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1ai4y1e7gF,1,【ルカミクグミIAリン】CR詠ZY【梅とら】,阿赫official,"初音未来,GUMI,镜音铃,巡音流歌,梅とら,IA,世界计划 多彩舞台,CR詠ZY",VOCALOID·UTAU,80316,ia_music,True,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='CR詠ZY')，需LLM确认
BV1KU4y1o7X5,1,【Ruka Miku Gumi IA Rin】Love Me If You Can [Remake]【梅とら】,精神安定剤,"梅とら,Love Me If You Can",VOCALOID·UTAU,76916,ia_music,False,False,category_vocaloid,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
BV1bh4y1c77T,1,【P主人物志】你所不知道的kemu/堀江晶太（上）,剑鱼818,"GUMI,P主人物志,VOCALOID,IA,六兆年と一夜物語,堀江晶太,kemu,初音ミク",VOCALOID·UTAU,73124,ia_related,False,False,nonsong_mixed:人物志,标题含'人物志'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1kS11B1EzY,1,盘点V家歌姬们的第一首周刊冠军曲,冰水L,"GUMI,镜音铃,V家,IA,虚拟歌姬,术力口,KAITO,初音未来,VOCALOID,镜音连",VOCALOID·UTAU,72965,ia_related,False,False,nonsong_mixed:盘点,标题含'盘点'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Zs411S7Bw,1,【Vocaloid+UTAU】让其响彻【13人合唱版】,七月酱w,"VOCALOID,波音RITSU,镜音LEN,结月ゆかり,夏语遥,ゆっくり,镜音レン,KAITO,GUMI,结月缘,镜音RIN,初音MIKU,IA,松田っぽいよ,重音TETO",VOCALOID·UTAU,62211,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='让其响彻')，需LLM确认
BV1Hb411k7xt,1,niconico超party2017,洛奇亚X,"弱音,ia,镜音双子,niconico,VOCALOIDCHINA,MIKU,耳朵怀孕,现场,巡音",VOCALOID·UTAU,61205,ia_related,False,False,nonsong_mixed:超Party,标题含'超Party'(非歌曲信号)但tags有音乐标签，需LLM确认
BV13s411B7Ye,1,【MIKU EXPO】 IA演唱会,账号已注销,"V家,IA,VOCALOID",VOCALOID·UTAU,60613,ia_related,False,False,nonsong_mixed:演唱会,标题含'演唱会'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1hx411F7oA,1,【手描PV】「Ib」,FNGO,"泪腺崩坏,手描きPV,GARRY,IA,VOCALOID,AGAIN,IB恐怖美术馆,三人结局,调教好评,遗忘肖像,催泪注意,IB",VOCALOID·UTAU,59754,ia_related,False,False,nonsong_mixed:手描,标题含'手描'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1y2CYBGEhJ,1,来和绁星灯一起跳新宝岛罢~,源Kelvin,"东北切蒲英,俊达萌,弦卷真纪,ONE,MMD,IA,绁星灯,琴叶姐妹,结月缘,四国玫碳",VOCALOID·UTAU,59534,ia_related,False,False,nonsong_mixed:新宝岛,标题含'新宝岛'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1gs411t7Kq,1,【ルカミクグミIAリン】LaLaL危【梅とら】,等待呢歌,"初音ミク,グミ,鏡音リン,VOCALOID,梅とら,巡音ルカ,LaLaL危,IA,GUMI",VOCALOID·UTAU,58218,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='LaLaL危')，需LLM确认
BV1Cx411V7ay,1,【GUMI+IA】不毛！【PTL0★】【音画提升】,阿赫official,"VOCALOID,PTL0★,ぽてんしゃる0,不毛！,GUMI,VOCAROCK,IA",VOCALOID·UTAU,52902,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='不毛！')，需LLM确认
BV1EC4y167aS,1,【P主人物志】你所不知道的じん与阳炎Project（上）,剑鱼818,"じん,阳炎,阳炎眩乱,IA,P主人物志,初音ミク,VOCALOID,阳炎project,自然之敌P",VOCALOID·UTAU,51838,ia_related,False,False,nonsong_mixed:人物志,标题含'人物志'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1YwYkeEEiR,1,术 力 口 猜 歌 （像素版）——第二期,捏捏怪電波Zzz,"IA,像素,亚北音留,2024虚拟歌手创作赛,术力口猜歌,Synthesizer V,重音teto,wowaka,初音ミク,虚拟歌手分享官,VOCALOID",VOCALOID·UTAU,49650,ia_related,False,False,nonsong_mixed:第二期,标题含'第二期'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1dW411r7w3,1,【ルカミクグミIAリン】唯一、爱之诗【梅とら】,阿赫official,"鏡音リン,初音ミク,GUMI,IA,巡音ルカ,秋赤音,VOCALOID,梅とら,唯一、愛ノ詠",VOCALOID·UTAU,49130,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='唯一、爱之诗')，需LLM确认
BV1qYWDedEDd,1,术 力 口 猜 歌 （像素版）——第三期,捏捏怪電波Zzz,"术力口猜歌,IA,deco,重音teto,2024虚拟歌手创作赛,虚拟歌手分享官,术力口,初音ミク,匹诺曹,wowaka,VOCALOID",VOCALOID·UTAU,47813,ia_related,False,False,nonsong_mixed:第三期,标题含'第三期'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1xoPqzCEHX,1,希腊奶！雅珂达卸甲后竟然长这样！,六兆年的夜空哨戒班,"IA,六兆年零一夜物语,OP,原批干的那些事,雅珂达,动画种草激励计划,原批,原神,截肢,可达鸭",VOCALOID·UTAU,42860,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='希腊奶！雅珂达卸甲后竟然长这样！')，需LLM确认
BV1RmsSenE4Y,1,【术力口P主推荐—— samfree 篇】,爰翕,"VOCALOID,章鱼luka,samfree,lily,镜音铃,IA,音乐,初音未来,巡音流歌,gumi",VOCALOID·UTAU,41225,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV17s411k7eh,1,【庆祝IA上海初演】薬（PV付）,黒白君,"药不能停,可以，这很逼死,原创曲PV付,VOCALOID,逼死翻唱系列,药,标题不认识,IA",VOCALOID·UTAU,39744,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='薬（PV付）')，需LLM确认
BV1fW411w7DP,1,【VOCALOID&amp;UTAU 22人合唱】火花,糖心橘子i,"重音テト,ヒバナ,弱音ハク,氷山キヨテル,KAITO,巡音ルカ,IA,ギャラ子,歌手音ピコ,咲音メイコ",VOCALOID·UTAU,38957,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='火花')，需LLM确认
BV1Vt411L7Da,1,【B站限定】延命治疗 ～PARTY A GO-GO演唱会ver.～ ｜IA (song by Neru),IA小天使OFFICIAL,"IA小天使,伊爱,V家,IA,Neru,延命治療,イア,IA小天使OFFICIAL,延命治疗,Vocaloid",VOCALOID·UTAU,38506,ia_related,False,False,nonsong_mixed:演唱会,标题含'演唱会'(非歌曲信号)但tags有音乐标签，需LLM确认
BV15u4y1Q76M,1,【语调教｜初音未来831】祝你生日快乐,孙鸣阳-青岛超银,"gumi,虚拟歌手,镜音铃,初音未来,2023虚拟歌手创作赛,IA,术力口,歌爱雪,初音未来16周年,镜音连,vflower",VOCALOID·UTAU,38101,ia_related,False,False,nonsong_mixed:语调教,标题含'语调教'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Lx411w7h7,1,SIDE：IA,vilen,"LIA,IA,C81,VOCALOID",VOCALOID·UTAU,18109,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='SIDE：IA')，需LLM确认
BV1JRHSzLEuJ,1,「阳炎Project」发生了什么？Vocaloid最大多媒体企划的历史【AI中字】,苍旻白轮,"カゲロウデイズの日,阳炎project,VOCALOID,kagerouproject,IA,初音ミク",VOCALOID·UTAU,33805,ia_related,False,False,nonsong_mixed:发生了什么,标题含'发生了什么'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Nr4y1y7zN,1,【CeVIO AI IA】鳥の詩【中の人再現】,百合咲奈奈,"まいこ,IA,CeVIO AI,AIR,KEY",VOCALOID·UTAU,32430,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='鳥の詩')，需LLM确认
BV1JLvxepEkY,1,【术力口P主推荐—— r-906 篇】,爰翕,"VOCALOID,可不,POPY,初音未来,r-906,ROSE,IA",VOCALOID·UTAU,32322,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1UY41187CF,1,VOCALOID+α与中之人的歌声比较【全13人】,bili_51865469452,"镜音rin,VOCALOID,GUMI,重音teto,IA,巡音luka,可不,UTAU,镜音len,初音MIKU",VOCALOID·UTAU,31628,ia_related,False,False,nonsong_mixed:比较,标题含'比较'(非歌曲信号)但tags有音乐标签，需LLM确认
BV14s411m7CX,1,【ルカミクグミIAリン】BURNING【梅とら】,等待呢歌,"BURNING,梅とら,巡音ルカ,梅绅士,评论区高能,GUMI,镜音リン,UMEDY,IA,看歌姬识P主系列,初音ミク",VOCALOID·UTAU,30903,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='BURNING')，需LLM确认
BV15x411r7jj,1,【速览·科普】五分钟带你盘点已出道的世界V家全体歌手（2004~2016）,家藏万卷book,"洛天依,VOCALOID,世界V家,镜音,初音,kaito,GUMI,IA,巡音LUKA,MEIKO",VOCALOID·UTAU,30255,ia_related,False,False,nonsong_mixed:科普,标题含'科普'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1fKewejE99,1,【术力口P主推荐——  梅とら 篇】,爰翕,"IA,VOCALOID,GUMI,巡音流歌,梅とら,初音ミク,镜音铃",VOCALOID·UTAU,29939,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV18b41147LC,1,【 IA &amp; Fukase 】メルクリウス【 傘村トータ 】,傘村トータ,"FUKASE,傘村トータ,IA",VOCALOID·UTAU,29598,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='メルクリウス')，需LLM确认
BV1xx411F7qA,1,【VY1･鏡音リンレン･初音･GUMI･IA･巡音】Harvest【しえろP･おればななP･ギガP･ちくP･ニクロムP】,BILI君的音樂工房,"VY1,VOCALOID,镜音双子,ニクロムP,神调教,VOCALOID民族调曲,HARVEST,狂ZIP,ギガP,ギガ",VOCALOID·UTAU,29256,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='Harvest')，需LLM确认
BV1QmYYeRE9j,1,【术力口P主推荐—— OrangeStar（蜜柑星） 篇】,爰翕,"初音ミク,VOCALOID,IA,orangestar,初音未来",VOCALOID·UTAU,28831,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV12J41137vH,1,【 VOCALOIDs 】抜心【 傘村トータ 】,傘村トータ,"IA,初音MIKU,Fukase,がくっぽいど,自制",VOCALOID·UTAU,27610,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='抜心')，需LLM确认
BV1As411179n,1,【乐正绫翻唱】染殇【溱绫/洋芋/司令】【pv付】,溱绫西陌,"溱绫西陌,洋芋,阿碇司令,VOCALOID中文曲,IA,VOCALOID,乐正绫,古风",VOCALOID·UTAU,26799,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='染殇')，需LLM确认
BV1FJ411j7yB,1,[ONE+IA(V)]CITRUS[sm25950409],KitanoNani,"可不,CeVIO,百万传说,IA,星界,ONE,KAFU",VOCALOID·UTAU,999,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='CITRUS')，需LLM确认
BV1Yx411T7Zr,1,【洛天依×言和×IA】,fgtgta,"IA小天使,中文版,洛天依,中文曲,鸟之诗,洛神,VOCALOID中文曲,言和",VOCALOID·UTAU,12169,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='')，需LLM确认
BV1Yx411T7Zr,2,【洛天依×IA】,fgtgta,"IA小天使,中文版,洛天依,中文曲,鸟之诗,洛神,VOCALOID中文曲,言和",VOCALOID·UTAU,12169,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='')，需LLM确认
BV1DEepeZE7o,1,【P主人物志】在每一个8月15日的午后，他在阳炎散去的天空下眺望繁星【じん与阳炎Project（下）】,剑鱼818,"阳炎Project,目隐都市的演绎者,阳炎眩乱,じん,目隐重载,IA,初音未来,阳炎计划,阳炎",VOCALOID·UTAU,24143,ia_related,False,False,nonsong_mixed:人物志,标题含'人物志'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1E8vaeKEj7,1,【术力口P主推荐—— *Luna 篇】,爰翕,"Luna,IA,flower,Rana,vocaloid,音街鳗,猫村いろは,初音未来",VOCALOID·UTAU,23899,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Jv4y187Bs,1,【V家手书】《孤独摇滚》ED「Distortion!!」,奶油味儿的蘑菇w,"ED,初音ミク,动画,孤独摇滚,手书,GUMI,鏡音リン,初音未来39感谢日,VOCALOID,虚拟之声创作计划·2023第一期,IA",VOCALOID·UTAU,23743,ia_related,False,False,nonsong_mixed:手书,标题含'手书'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1CseteFEAt,1,【术力口P主推荐—— じん（自然の敵P） 篇】,爰翕,"IA,VOCALOID,2024虚拟歌手创作赛,自然の敵P,阳炎project,自然之敌,じん,虚拟歌手分享官,初音ミク",VOCALOID·UTAU,23537,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1DW411w7gJ,1,【ニコカラ】眠り姫【on vocal】,neneneneneneneko,"VOCALOID,ニコカラ,Guiano,ボカロカラオケDB,ニコニコカラオケDB,IA,眠り姫(Guiano),みふる,眠り姫",VOCALOID·UTAU,23157,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='眠り姫')，需LLM确认
BV1hx411z7S1,1,【世界VOCALOID】VOCALOID全明星人设、声音汇总盘点（2004-2017年4月）,家藏万卷book,"镜音,GUMI,MEIKO,乐正龙牙,乐正绫,VOCALOID,言和,初音,KAITO,星尘,IA,VY1",VOCALOID·UTAU,22734,ia_related,False,False,nonsong_mixed:盘点,标题含'盘点'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1WR5Q6tExY,1,IA~IA~你的脖子为什么那么长,孽虚烟呀,"直播切片,IA",单机游戏,62,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IA~IA~你的脖子为什么那么长')，需LLM确认
BV1hX556PEHv,1,大孝女IA,孽虚烟呀,"IA,ONE,OИE",单机游戏,199,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='大孝女IA')，需LLM确认
BV1iC556gEsV,1,怪盗俊达萌袭击电视台！,孽虚烟呀,"IA,俊达萌,直播切片",单机游戏,116,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='怪盗俊达萌袭击电视台！')，需LLM确认
BV19w5G68Eif,1,Brasil-M4IA,华纳音乐国际,"M4IA,Brasil,MV",MV,247,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV19R5T6UE5d,1,IA依旧用外星科技欺负人~~,孽虚烟呀,"IA,直播切片,弦卷真纪",单机游戏,117,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IA依旧用外星科技欺负人~~')，需LLM确认
BV1Mm5M65EYC,1,神秘初中生唱橙星【黎明前线】,-Asame-,"DAYBREAK FRONTLINE（黎明前线）,Orangestar,IA,清唱,翻唱",翻唱,885,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='神秘初中生唱橙星')，需LLM确认
BV1no5P6DEoU,1,2iA7yBp,花屋しょう喵,绝区零UP主激励计划,音MAD,1724,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1Gb5s6hEab,1,IA获得“同时吃下世界杯”冠军——MII新闻,孽虚烟呀,"直播切片,IA",单机游戏,145,ia_related,False,False,nonsong_mixed:新闻,标题含'新闻'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1zw5E6RELS,1,拜空奏列车的来了,孽虚烟呀,"空奏列车,IA,中国兔子,四国玫碳,直播切片,东北伊达子",单机游戏,81,ia_related,False,False,nonsong_mixed:来了,标题含'来了'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1D4RZBHEfz,1,鳗，What can I say,孽虚烟呀,"直播切片,东北切蒲英,音街鳗,IA",单机游戏,139,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='鳗，What can I say')，需LLM确认
BV1hkRRByEUs,1,『既然许下了愿望 那就去实现它啊』高考纪念手元【アスノヨゾラ哨戒班 ULT14.0 SSS+】,-羅破_PScologie-,"orangestar,CHUNITHM,アスノヨゾラ哨戒班,中二节奏,IA,手元,音乐游戏",音游,979,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='『既然许下了愿望 那就去实现它啊』高考纪念手元')，需LLM确认
BV1bbRdBVE2U,1,【马库斯·维尔汀·十四行诗·苏芙比·虚构集】限りなく灰色へ,古灯禅,"さとうささら,IA,宮舞モカ,重返未来1999创作者激励计划,维尔汀,苏芙比,虚构集,十四行诗,马库斯,初音ミク",MMD·3D,1213,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='限りなく灰色へ')，需LLM确认
BV1YURSBNEV6,1,情商很低的四国玫碳,孽虚烟呀,"IA,四国玫碳,直播切片",单机游戏,95,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='情商很低的四国玫碳')，需LLM确认
BV1C4RmBrEHy,1,唱一唱柏拉图式爱情,菍双,"翻唱总动员,プラトニック・ラヴ,柏拉图式爱情,日语翻唱,IA",翻唱,428,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='唱一唱柏拉图式爱情')，需LLM确认
